aprire libro	14.205419540405273	coercion_object
spiegare parola	15.036991119384766	transparent_information
aprire pacco	16.719993591308594	transparent_object
spiegare disegno	13.8160982131958	coercion_information
avere opinione	21.272111892700195	light_information
regalare libro	13.575976371765137	coercion_object
regalare fiore	13.853853225708008	transparent_object
cambiare storia	10.668187141418457	light_information
raccogliere palla	16.961772918701172	transparent_object
consultare esperto	11.688907623291016	transparent_information
aprire busta	16.163036346435547	transparent_object
presentare libro	16.502164840698242	coercion_information
cambiare tavolo	10.721417427062988	light_object
raccogliere rivista	14.798583030700684	coercion_object
avere idea	19.212669372558594	light_information
dare giudizio	9.266386985778809	light_information
dare scrivania	17.074281692504883	light_object
cambiare idea	13.038034439086914	light_information
aprire catalogo	16.66705894470215	coercion_object
presentare domanda	19.212779998779297	transparent_information
spiegare ragione	15.572510719299316	transparent_information
avere armadio	15.64130973815918	light_object
avere tavolo	13.358428955078125	light_object
raccogliere catalogo	18.18914031982422	coercion_object
cambiare giudizio	7.911382675170898	light_information
consultare libro	13.056178092956543	coercion_information
spiegare libro	14.099477767944336	coercion_information
presentare disegno	14.665157318115234	coercion_information
presentare problema	16.375621795654297	transparent_information
consultare rivista	11.747536659240723	coercion_information
regalare disegno	13.164789199829102	coercion_object
dare sedia	16.773069381713867	light_object
consultare catalogo	15.006977081298828	coercion_information
cambiare armadio	11.60645580291748	light_object
raccogliere moneta	17.01801300048828	transparent_object
dare idea	18.038330078125	light_information
raccogliere fiore	15.932622909545898	transparent_object
presentare programma	17.115140914916992	transparent_information
avere divano	15.691645622253418	light_object
regalare biglietto	12.887240409851074	transparent_object
spiegare motivo	16.199684143066406	transparent_information
raccogliere libro	15.905740737915039	coercion_object
